source_project,generated_at_utc,child_schema,child_table,child_column,parent_schema,parent_table,parent_column,constraint_name,child_tenant_scope,authenticated_insert_privilege,authenticated_update_privilege,authenticated_delete_privilege,anon_insert_privilege,anon_update_privilege,anon_delete_privilege,rls_enabled,effective_policy_names,policy_business_predicate,trigger_names,trigger_mentions_child_and_business,composite_same_business_fk,exploitability_rank,exploitability_reason,same_business_assessment,recommended_remediation
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","stock_batches","product_id","public","products","id","stock_batches_product_id_fkey","derived:parent.business_id","f","f","f","f","f","f","t","stock_batches_sa_read:SELECT;stock_batches_select:SELECT","t","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","support_conversations_v530","entry_token_id","public","business_support_entry_tokens_v530","id","support_conversations_v530_entry_token_id_fkey","direct:business_id","f","f","f","f","f","f","t","support_conversations_v530_tenant_read:SELECT","t","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","tier_benefit_issues_v365","benefit_id","public","tier_benefits_v365","id","tier_benefit_issues_v365_benefit_id_fkey","direct:business_id","f","f","f","f","f","f","t","tier_benefit_issues_v365_read:SELECT","t","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","tier_benefit_issues_v365","branch_id","public","branches","id","tier_benefit_issues_v365_branch_id_fkey","direct:business_id","f","f","f","f","f","f","t","tier_benefit_issues_v365_read:SELECT","t","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","tier_benefit_issues_v365","client_id","public","clients","id","tier_benefit_issues_v365_client_id_fkey","direct:business_id","f","f","f","f","f","f","t","tier_benefit_issues_v365_read:SELECT","t","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","tier_benefits_v365","product_id","public","products","id","tier_benefits_v365_product_id_fkey","direct:business_id","f","f","f","f","f","f","t","tier_benefits_v365_read:SELECT","t","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","tier_benefits_v365","tier_id","public","loyalty_tiers","id","tier_benefits_v365_tier_id_fkey","direct:business_id","f","f","f","f","f","f","t","tier_benefits_v365_read:SELECT","t","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","waitlist","client_id","public","clients","id","waitlist_client_id_fkey","direct:business_id","t","t","t","t","t","t","t","waitlist_delete_v572:DELETE;waitlist_insert_v572:INSERT;waitlist_sa_read:SELECT;waitlist_select:SELECT;waitlist_update_v572:UPDATE","t","","f","false","HIGH-CONDITIONAL","Authenticated browser DML exists; RLS proves the child tenant/module only, while the simple FK does not bind the referenced parent row to that tenant. A known foreign UUID could create a cross-tenant association.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a validated composite (child_reference,business_id) -> (parent_id,business_id) FK, or an equivalent hardened RPC/trigger. Preserve RLS, revoke unused browser verbs, and add a two-tenant known-UUID negative test."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","waitlist","service_id","public","services","id","waitlist_service_id_fkey","direct:business_id","t","t","t","t","t","t","t","waitlist_delete_v572:DELETE;waitlist_insert_v572:INSERT;waitlist_sa_read:SELECT;waitlist_select:SELECT;waitlist_update_v572:UPDATE","t","","f","false","HIGH-CONDITIONAL","Authenticated browser DML exists; RLS proves the child tenant/module only, while the simple FK does not bind the referenced parent row to that tenant. A known foreign UUID could create a cross-tenant association.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a validated composite (child_reference,business_id) -> (parent_id,business_id) FK, or an equivalent hardened RPC/trigger. Preserve RLS, revoke unused browser verbs, and add a two-tenant known-UUID negative test."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","waitlist","table_type_id","public","booking_tables","id","waitlist_table_type_id_fkey","direct:business_id","t","t","t","t","t","t","t","waitlist_delete_v572:DELETE;waitlist_insert_v572:INSERT;waitlist_sa_read:SELECT;waitlist_select:SELECT;waitlist_update_v572:UPDATE","t","","f","false","HIGH-CONDITIONAL","Authenticated browser DML exists; RLS proves the child tenant/module only, while the simple FK does not bind the referenced parent row to that tenant. A known foreign UUID could create a cross-tenant association.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a validated composite (child_reference,business_id) -> (parent_id,business_id) FK, or an equivalent hardened RPC/trigger. Preserve RLS, revoke unused browser verbs, and add a two-tenant known-UUID negative test."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","welcome_offer_grants_v215","client_id","public","clients","id","welcome_offer_grants_v215_client_id_fkey","direct:business_id","f","f","f","f","f","f","t","welcome_offer_grants_v215_read:SELECT","t","trg_welcome_grant_signal_v494","t","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate and a trigger mentions the child reference/business; this is not equivalent to a composite FK and requires manual path review.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","welcome_offer_grants_v215","qualifying_sale_id","public","sales","id","welcome_offer_grants_v215_qualifying_sale_id_fkey","direct:business_id","f","f","f","f","f","f","t","welcome_offer_grants_v215_read:SELECT","t","trg_welcome_grant_signal_v494","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","welcome_offer_grants_v215","redeemed_sale_id","public","sales","id","welcome_offer_grants_v215_redeemed_sale_id_fkey","direct:business_id","f","f","f","f","f","f","t","welcome_offer_grants_v215_read:SELECT","t","trg_welcome_grant_signal_v494","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","RLS contains a business predicate for the child row, but no composite child-reference/business proof is present.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","whatsapp_template_sends_v557","appointment_id","public","appointments","id","whatsapp_template_sends_v557_appointment_id_fkey","direct:business_id","f","f","f","f","f","f","t","","f","","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
"gadpooereceldfpfxsod","2026-08-29T00:00:00Z","public","work_item_events_v511","work_item_id","public","work_items_v511","id","work_item_events_v511_work_item_id_fkey","derived:parent.business_id","f","f","f","f","f","f","t","","f","work_item_events_v511_immutable","f","false","LOW-SERVER-ONLY","No authenticated browser DML privilege was observed. This is likely server/RPC-only, but future privileged writes still need a same-business invariant.","No catalog-level same-business proof found.","Add a composite same-business FK for server-written relationships where semantically tenant-bound; otherwise explicitly revoke anon/authenticated DML and regression-test every RPC/trigger writer."
